Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.3527,1,2.4,40,45,20
71.6505,2,2.4,40,45,20
126.439,3,2.4,40,45,20
168.959,4,2.4,40,45,20
238.516,5,2.4,40,45,20
106.692,6,2.4,40,45,20
253.735,7,2.4,40,45,20
392.405,8,2.4,40,45,20
298.81,9,2.4,40,45,20
284.93,10,2.4,40,45,20
305.618,11,2.4,40,45,20
286.768,12,2.4,40,45,20
401.093,13,2.4,40,45,20
345.419,14,2.4,40,45,20
340.344,15,2.4,40,45,20
308.956,16,2.4,40,45,20
273.185,17,2.4,40,45,20
466.922,18,2.4,40,45,20
383.932,19,2.4,40,45,20
457.665,20,2.4,40,45,20
554.26,21,2.4,40,45,20
395.282,22,2.4,40,45,20
346.889,23,2.4,40,45,20
517.684,24,2.4,40,45,20
583.748,25,2.4,40,45,20
695.303,26,2.4,40,45,20
470.133,27,2.4,40,45,20
868.933,28,2.4,40,45,20
454.072,29,2.4,40,45,20
610.54,30,2.4,40,45,20
700.135,31,2.4,40,45,20
558.157,32,2.4,40,45,20
829.095,33,2.4,40,45,20
623.805,34,2.4,40,45,20
758.903,35,2.4,40,45,20
636.568,36,2.4,40,45,20
698.781,37,2.4,40,45,20
659.883,38,2.4,40,45,20
538.784,39,2.4,40,45,20
698.308,40,2.4,40,45,20
824.686,41,2.4,40,45,20
715.044,42,2.4,40,45,20
856.1,43,2.4,40,45,20
784.68,44,2.4,40,45,20
1206.87,45,2.4,40,45,20
769.331,46,2.4,40,45,20
739.479,47,2.4,40,45,20
861.765,48,2.4,40,45,20
898.981,49,2.4,40,45,20
826.155,50,2.4,40,45,20
794.239,51,2.4,40,45,20
744.689,52,2.4,40,45,20
900.395,53,2.4,40,45,20
1066.5,54,2.4,40,45,20
738.35,55,2.4,40,45,20
986.582,56,2.4,40,45,20
861.964,57,2.4,40,45,20
914.097,58,2.4,40,45,20
1120.45,59,2.4,40,45,20
1013.11,60,2.4,40,45,20
89.8355,1,5,160,45,20
88.7557,2,5,160,45,20
132.873,3,5,160,45,20
157.426,4,5,160,45,20
82.7579,5,5,160,45,20
104.207,6,5,160,45,20
69.2864,7,5,160,45,20
246.285,8,5,160,45,20
122.872,9,5,160,45,20
229.048,10,5,160,45,20
223.147,11,5,160,45,20
106.757,12,5,160,45,20
145.16,13,5,160,45,20
172.866,14,5,160,45,20
87.4566,15,5,160,45,20
107.03,16,5,160,45,20
144.549,17,5,160,45,20
182.203,18,5,160,45,20
180.102,19,5,160,45,20
156.978,20,5,160,45,20
290.004,21,5,160,45,20
167.519,22,5,160,45,20
162.058,23,5,160,45,20
263.219,24,5,160,45,20
239.768,25,5,160,45,20
200.624,26,5,160,45,20
278.105,27,5,160,45,20
316.479,28,5,160,45,20
214.033,29,5,160,45,20
246.547,30,5,160,45,20
300.072,31,5,160,45,20
262.006,32,5,160,45,20
402.147,33,5,160,45,20
315.518,34,5,160,45,20
400.773,35,5,160,45,20
288.88,36,5,160,45,20
423.372,37,5,160,45,20
341.212,38,5,160,45,20
262.785,39,5,160,45,20
279.208,40,5,160,45,20
309.458,41,5,160,45,20
447.247,42,5,160,45,20
388.632,43,5,160,45,20
384.587,44,5,160,45,20
393.355,45,5,160,45,20
417.22,46,5,160,45,20
400.908,47,5,160,45,20
382.82,48,5,160,45,20
356.497,49,5,160,45,20
379.999,50,5,160,45,20
